thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
32022435,32022435,null,1,1,Sat Aug 15 07:08:00 EDT 2015,28373,"<p>I have a RRDB on raspberry Pi. The rrdb was created using </p>		<pre><code>//RRA1: Archive point is saved every 5min, archive is kept for 1hour back. 	//RRA2-4: Archive point is saved every 1hour, archive is kept for 30day back.	//RRA5: Archive point is saved every 3hour, archive is kept for 1year back.	//RRA6-8: Archive point is saved every 1day, archive is kept for 5year back. 		 rrdtool create %s%s \	--step '300' \	--start '1438387200' \	'DS:temp:GAUGE:600:0:100' \	'DS:humidity:GAUGE:600:10:100' \	'DS:dewpoint:GAUGE:600:-60:100' \	'RRA:LAST:0.5:1:1' \	'RRA:AVERAGE:0.5:1:12' \	'RRA:MIN:0.5:12:720' \	'RRA:MAX:0.5:12:720' \	'RRA:MIN:0.5:12:720' \	'RRA:AVERAGE:0.5:36:2920' \	'RRA:MIN:0.5:288:1825' \	'RRA:MAX:0.5:288:1825' \	'RRA:AVERAGE:0.5:288:1825'	</code></pre>		<p>The rrdb gets updated every 5 minutes, by a <a href="https://github.com/AdysTech/raspy-weather" rel="nofollow">c program</a>, triggered by cronjob.</p>		<pre><code>rrdtool updatev dht11.rrd 1439622104:27.000000:44.000000:13.692617	</code></pre>		<p>The rrdb is getting its last values set as verified by </p>		<pre><code>rrdtool lastupdate dht11.rrd	 temp humidity dewpoint		1439622104: 27.000000 44.000000 13.692617	</code></pre>		<p>But none of the RRA (archives) are getting updated. All of them still have NaN. </p>		<pre><code> rrdtool xport -s now-1h -e now DEF:a=/dht11.rrd:temp:AVERAGE XPORT:a:"Livingroom"	&lt;?xml version="1.0" encoding="ISO-8859-1"?&gt;		&lt;xport&gt;	  &lt;meta&gt;	    &lt;start&gt;1439619000&lt;/start&gt;	    &lt;step&gt;300&lt;/step&gt;	    &lt;end&gt;1439619000&lt;/end&gt;	    &lt;rows&gt;13&lt;/rows&gt;	    &lt;columns&gt;1&lt;/columns&gt;	    &lt;legend&gt;	      &lt;entry&gt;Livingroom&lt;/entry&gt;	    &lt;/legend&gt;	  &lt;/meta&gt;	  &lt;data&gt;	    &lt;row&gt;&lt;t&gt;1439619000&lt;/t&gt;&lt;v&gt;NaN&lt;/v&gt;&lt;/row&gt;	    &lt;row&gt;&lt;t&gt;1439619300&lt;/t&gt;&lt;v&gt;NaN&lt;/v&gt;&lt;/row&gt;	    &lt;row&gt;&lt;t&gt;1439619600&lt;/t&gt;&lt;v&gt;NaN&lt;/v&gt;&lt;/row&gt;	    &lt;row&gt;&lt;t&gt;1439619900&lt;/t&gt;&lt;v&gt;NaN&lt;/v&gt;&lt;/row&gt;	    &lt;row&gt;&lt;t&gt;1439620200&lt;/t&gt;&lt;v&gt;NaN&lt;/v&gt;&lt;/row&gt;	    &lt;row&gt;&lt;t&gt;1439620500&lt;/t&gt;&lt;v&gt;NaN&lt;/v&gt;&lt;/row&gt;	    &lt;row&gt;&lt;t&gt;1439620800&lt;/t&gt;&lt;v&gt;NaN&lt;/v&gt;&lt;/row&gt;	    &lt;row&gt;&lt;t&gt;1439621100&lt;/t&gt;&lt;v&gt;NaN&lt;/v&gt;&lt;/row&gt;	    &lt;row&gt;&lt;t&gt;1439621400&lt;/t&gt;&lt;v&gt;NaN&lt;/v&gt;&lt;/row&gt;	    &lt;row&gt;&lt;t&gt;1439621700&lt;/t&gt;&lt;v&gt;NaN&lt;/v&gt;&lt;/row&gt;	    &lt;row&gt;&lt;t&gt;1439622000&lt;/t&gt;&lt;v&gt;NaN&lt;/v&gt;&lt;/row&gt;	    &lt;row&gt;&lt;t&gt;1439622300&lt;/t&gt;&lt;v&gt;NaN&lt;/v&gt;&lt;/row&gt;	    &lt;row&gt;&lt;t&gt;1439622600&lt;/t&gt;&lt;v&gt;NaN&lt;/v&gt;&lt;/row&gt;	  &lt;/data&gt;	&lt;/xport&gt;	</code></pre>		<p>Any idea as what I am doing wrong, and any tips on getting RRAs updated?</p>	"
32022435,51953342,32022435,3,0,Sat Aug 15 14:46:00 EDT 2015,235990,"make sure you are using 1.5.4 for your tests ..."
