thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
43409943,43409943,null,1,-3,Fri Apr 14 10:43:00 EDT 2017,7835745,"<p>I am working on a amazon based web services where i have to send and receive some information to Amazon IOT and then receive some message from there. I have problem in connecting to IOT , can any one help me with MQTT and IOT.</p>	"
43409943,43409985,43409943,2,-1,Fri Apr 14 10:45:00 EDT 2017,7796238,"<p>Try this. it may help you.</p>		<pre><code>credentialsProvider = new CognitoCachingCredentialsProvider(	            getApplicationContext(), // context	            COGNITO_POOL_ID, // Identity Pool ID	            MY_REGION // Region);		    Region region = Region.getRegion(MY_REGION);		    // MQTT Client	    mqttManager = new AWSIotMqttManager(clientId, CUSTOMER_SPECIFIC_ENDPOINT);		    // Set keepalive to 10 seconds.  Will recognize disconnects more quickly but will also send	    // MQTT pings every 10 seconds.	    mqttManager.setKeepAlive(10);	    mIotAndroidClient = new AWSIotClient(credentialsProvider);	    mIotAndroidClient.setRegion(region);	    try {	            mqttManager.connect(clientKeyStore, new AWSIotMqttClientStatusCallback() {	                @Override	                public void onStatusChanged(final AWSIotMqttClientStatus status,	                        final Throwable throwable) {	                    Log.d(LOG_TAG, "Status = " + String.valueOf(status));		                    runOnUiThread(new Runnable() {	                        @Override	                        public void run() {	                            if (status == AWSIotMqttClientStatus.Connecting) {	                                                               } else if (status == AWSIotMqttClientStatus.Connected) {	                                tvStatus.setText("Connected");		                            } else if (status == AWSIotMqttClientStatus.Reconnecting) {	                                if (throwable != null) {	                                    Log.e(LOG_TAG, "Connection error.", throwable);	                                }	                                tvStatus.setText("Reconnecting");	                            } else if (status == AWSIotMqttClientStatus.ConnectionLost) {	                                if (throwable != null) {	                                    Log.e(LOG_TAG, "Connection error.", throwable);	                                }	                                                                                    }	                        }	                    });	                }	            });	        } catch (final Exception e) {	                }	</code></pre>	"
43409943,73880456,43409985,3,0,Fri Apr 14 11:44:00 EDT 2017,7835745,"Thanks buddy it worked :)"
