thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
43134177,43134177,null,1,0,Fri Mar 31 06:46:00 EDT 2017,null,"<p>I'm trying to set visibility permission in my project on Thingworx. But when I select the organization, it says it can't retrieve the organization. Please help.</p>	"
43134177,47510860,43134177,2,0,Mon Nov 27 12:19:00 EST 2017,5168540,"<p>Make sure your organization exist in the Thingworx instance and the user you use to access that organization have enough permission on access that organization.</p>	"
