thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
31532581,31532581,null,1,1,Tue Jul 21 07:15:00 EDT 2015,5137858,"<p>I checked out many places for the answer but couldn't get one. According to <a href="https://ms-iot.github.io/content/en-US/win10/UnavailableApis.htm" rel="nofollow">this</a> page the API should be available. But, when I run the codes on RaspberryPi 2, I get Unhandled Exception Error. To ensure that my codes are correct I ran the codes on my local machine, it runs perfectly fine.</p>	"
31532581,31650924,31532581,2,1,Mon Jul 27 10:39:00 EDT 2015,1328918,"<p>Windows.Media.Ocr is universal API, so it is available.	With RaspberryPy there are no any language resources installed on device.	On such device, if you try code like following, ocrEngine will be null.</p>		<pre><code>var ocrEngine = OcrEngine.TryCreateFromLanguage(new Language("en"));	</code></pre>		<p>You can check for available language recognizers with <a href="https://msdn.microsoft.com/en-us/library/windows/apps/windows.media.ocr.ocrengine.availablerecognizerlanguages.aspx" rel="nofollow">OcrEngine.AvailableRecognizerLanguages</a> property.</p>	"
