thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
46123217,46123217,null,1,1,Fri Sep 08 19:15:00 EDT 2017,8699240,"<p>I try download binary demo application from Kaa sandbox.</p>		<p>Eventually, I am faced with: ‌BUILD FAILED</p>		<p>This is a "<strong>build exception</strong>" from Kaa sandbox:</p>		<p><a href="https://i.stack.imgur.com/dPEkd.jpg" rel="nofollow noreferrer"><img src="https://i.stack.imgur.com/dPEkd.jpg" alt="enter image description here"></a>	Is this problem fixed with the Kaa 1.0.0 Banana Beach ?!</p>		<p>Thanks, Kaa IoT team.</p>	"
46123217,47691523,46123217,2,1,Thu Dec 07 09:18:00 EST 2017,8427936,"<p>This is because the normal kaa deployment in AWS uses a t12 micro instance. This limits the kaa usage.  Once the limit is crossed this error will occur. </p>		<p>Creating a new instance will solve the problem. I was finding that the same thing was happening for me until I did so.</p>	"
