thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
55529221,55529221,null,1,0,Fri Apr 05 06:11:00 EDT 2019,1070560,"<p>I am new to IOT and firestore.</p>		<p>I am trying to save data to firestore using cloud function (MQTT).</p>		<p>Following is the code:</p>		<pre><code>exports.helloPubSub = (event, callback) =&gt; {		const functions = require('firebase-functions');	const admin = require('firebase-admin');	admin.initializeApp(functions.config().firestore);		const db = admin.firestore()	//admin.initializeApp();	console.log("Start");		  var docRef = db.collection('users').doc('alovelace');		var setAda = docRef.set({	  first: 'Ada',	  last: 'Lovelace',	  born: 1815	});	};	</code></pre>		<p>I am getting following errors in view logs :</p>		<p>"Function execution took 22 ms, finished with status: 'error'"  </p>		<p>Any suggestion </p>		<p>Also after some changes I am getting error - Error: Firebase config variables are not available. Please use the latest version of the Firebase CLI to deploy this function</p>		<p>My package.json is </p>		<pre><code>{	"name": "functions",	"description": "Cloud Functions for Firebase",	"dependencies": {	"@google-cloud/vision": "^0.12.0",	"async": "^2.5.0",	"consolidate": "^0.14.5",	"express": "^4.15.4",	"firebase-admin": "^5.4.0",	"firebase-functions": "^0.7.0",  	"firebase-tools": "3.15.4",  	"handlebars": "^4.0.10",	"jquery": "^3.2.1",	"js-levenshtein": "^1.1.3",	"json-query": "^2.2.2"	},	"private": true	}	</code></pre>	"
55529221,55567221,55529221,2,0,Mon Apr 08 06:14:00 EDT 2019,9455168,"<p>As you are getting following error message </p>		<blockquote>	  <p>Error: Firebase config variables are not available. Please use the	  latest version of the Firebase CLI to deploy this function</p>	</blockquote>		<p>You need to update firebase CLI to deploy cloud function </p>		<blockquote>	  <p>npm i --save firebase-functions@latest</p>	</blockquote>		<p>There was a breaking change introduced in firebase-tools@3.17.x which requires your project to upgrade firebase-functions to the latest version.</p>		<p>However, firebase-functions@latest also requires firebase-admin@latest (at the time of writing this answer firebase-admin@5.11.0. Once all packages are upgraded, this problem should be solved.</p>		<p>Another alternative is to downgrade your global firebase-tools to 3.16.0, which lets you use older firebase-functions and firebase-admin packages.</p>	"
