thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
34123874,34123874,null,1,1,Sun Dec 06 22:55:00 EST 2015,5647812,"<p>Using Bluemix. Using NodeMCU MQTT Lua. Get the following message about topic is not valid. How to debug?</p>		<hr>		<p>Closed connection from 108.67.152.187. [The topic is not valid.] [6] times in the last [5] minutes</p>		<p>Token auth succeeded: ClientID='myClientID'</p>		<hr>		<p>NodeMCU Lua code:</p>		<p>t1=123 -- arbitrary value</p>		<p>topic = "iotsensor.fake"</p>		<p>m:publish(topic ,'{"d": {"data":'..t1..'}}', 0, 0,</p>		<p>function(conn)	 -- Print confirmation of data published	 print("Sent message #"..count.." data:"..t1)	 end)</p>	"
34123874,34134429,34123874,2,0,Mon Dec 07 13:13:00 EST 2015,4454969,"<p>For IoT Foundation:<br>	Publishing events topic iot-2/evt/event_id/fmt/format_string</p>		<p>Subscribing to commands  topic iot-2/cmd/command_id/fmt/format_string</p>		<p>Refer to the <a href="https://docs.internetofthings.ibmcloud.com/messaging/applications.html" rel="nofollow">documentation</a> for more details. </p>	"
