thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
54235804,54235804,null,1,0,Thu Jan 17 12:18:00 EST 2019,7946991,"<p>I am using boto3 library and using search_index method of iot to search things. 	I have 3 scenarios:</p>		<p>1) Search thing using full/whole device id</p>		<p>2) Search thing using first few characters of device id</p>		<p>3) Search thing using last few characters of device id</p>		<p>Here is my code:</p>		<pre><code>  response = self.iot_client.search_index(	    queryString="thingName:{}*".format(input)	)	</code></pre>		<p>Above code is working in all scenarios but getting no result in 3rd one.	I tried below code also. But it is throwing error:</p>		<blockquote>	  <p>An error occurred (InvalidQueryException) when calling the SearchIndex operation: Unable to parse query, invalid value - wildcard character (*) is not allowed at the start of the value</p>	</blockquote>		<pre><code>res = self.iot_client.search_index(	    queryString="thingName:*{}".format(input)	)	</code></pre>		<p>                              </p>		<p>Here is input is whatever is being entered in search string.</p>		<p>Please give possible solutions for this!</p>	"
