thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
44304848,44304848,null,1,1,Thu Jun 01 10:18:00 EDT 2017,1727763,"<p>I am implementing an app which requires MQTT communication should be secure in P2P local mode (No internet connectivity only both device and application connects to router). So I have decided to use TLS-PSK cipher based handshake mechanism. </p>		<p>I have tried with Android native support PSKKeyManager but there are not enough references to create that Channel.	Other options like bouncy castle need to explore. </p>		<p>Please help how can we use TLS-PSK cipher along with MQTT.</p>	"
