thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
40421530,40421530,null,1,0,Fri Nov 04 11:29:00 EDT 2016,5499331,"<p>I have Problem in Running Notification in the Kaaproject 	after building the application and Run I have this errors</p>		<pre><code>terminate called after throwing an instance of 'kaa::KaaException'	  what():  [Kaa OpenSource Project] Instruction failed! Details: "Failed to add    		   topic list listeners. Notification subsystem is disabled" Original message:            std::exception	Backtrace:	[0] ./client(_ZN3kaa12KaaException12captureStackERSt18basic_stringstreamIcSt11char_traitsIcESaIcEE+0x43) [0x66a0a7]	[1] ./client(_ZN3kaa12KaaExceptionC2ERKSs+0xe4) [0x669f88]	[2] ./client(_ZN3kaa9KaaClient20addTopicListListenerERNS_30INotificationTopicListListenerE+0x52) [0x66db66]	[3] ./client(main+0x10d) [0x65a03d]	[4] /lib/x86_64-linux-gnu/libc.so.6(__libc_start_main+0xf0) [0x7f8f911d6830]	[5] ./client(_start+0x29) [0x659b39]		Aborted (core dumped)	</code></pre>		<p>could you please tell me whay i have this type of problem ????</p>	"
40421530,68091623,40421530,3,0,Fri Nov 04 11:32:00 EDT 2016,597607,"*"Failed to add topic list listeners. Notification subsystem is disabled"* So you have to enable the subsystem?"
40421530,68091698,40421530,3,0,Fri Nov 04 11:34:00 EDT 2016,5499331,"How is possible ?"
40421530,40428964,40421530,2,0,Fri Nov 04 17:52:00 EDT 2016,2538771,"<p>You should enable notification subsystem with the <code>KAA_WITHOUT_NOTIFICATIONS</code> CMake option:</p>		<p><code>cmake -DKAA_WITHOUT_NOTIFICATIONS=0 ..	</code></p>		<p>(Note that that's the default value of the option.)</p>	"
