thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
37137112,37137112,null,1,0,Tue May 10 11:23:00 EDT 2016,4894655,"<p>Im starting working on Mule and im trying to make an app that will "predict" if it's going to rain and post it on twitter using IoT.</p>		<p>The app has an http connector that gets humidity feeds from a sensor, and here comes my question.</p>		<p>Is there anyway to store the humidity in some kind of variable so when a new feeds comes in I can compare both, the old and the new? Thanks.</p>	"
37137112,37137985,37137112,2,0,Tue May 10 12:02:00 EDT 2016,5150609,"<p>you can save the HTTP result into a spring object or mule session. Though mule session is not recommended especially on large datas.</p>	"
37137112,37138226,37137112,2,0,Tue May 10 12:13:00 EDT 2016,1389321,"<p>You could use an object store spring object to persist the previous feed. Follow <a href="https://docs.mulesoft.com/mule-user-guide/v/3.6/mule-object-stores" rel="nofollow">this link</a> to leanr more about Mule Object Store.</p>		<p>You cannot use Mule Session Properties because they are available only through the same event scope, not all events received by the flow.</p>		<p>Hope it helps.</p>		<p>/T</p>	"
37137112,37151687,37137112,2,0,Wed May 11 01:38:00 EDT 2016,905263,"<p>Create a spring bean with a scope of singleton. You can compare it to this object. </p>		<p>You can refer to this:</p>		<p><a href="http://www.tutorialspoint.com/spring/spring_bean_scopes.htm" rel="nofollow">http://www.tutorialspoint.com/spring/spring_bean_scopes.htm</a></p>	"
37137112,37152099,37137112,2,0,Wed May 11 02:28:00 EDT 2016,4225803,"<p>Mule Object Store is the perfect way to save small amount of data, but if it can go large might as well considering to save your data in a database/nosql servers. Since the value of IOT data is not the current data but the most important thing is its historical value for analytics.</p>	"
