thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
32335279,32335279,null,1,0,Tue Sep 01 15:17:00 EDT 2015,4293609,"<p>We have build FIWARE IoT Agent on centos7 and then we wanted to install thoses RPMs on our instance based on the image: CentOS-7-x64</p>		<p>but we have got the following errors:</p>		<pre><code>[centos@mqtt-iot-agent ~]$ sudo rpm -i iot-agent-base-egm42-egmre42.x86_64.rpm 	BDB2053 Freeing read locks for locker 0xa5: 19063/140136414238720	BDB2053 Freeing read locks for locker 0xa7: 19063/140136414238720	[centos@mqtt-iot-agent ~]$ sudo rpm -i iot-agent-mqtt-egm42-egmre42.x86_64.rpm 	BDB2053 Freeing read locks for locker 0xa8: 19683/139977937053696	BDB2053 Freeing read locks for locker 0xaa: 19683/139977937053696	</code></pre>	"
32335279,32905162,32335279,2,0,Fri Oct 02 10:22:00 EDT 2015,4809383,"<p>Those RPMs were made for Centos6.5.</p>		<p>As long as you are using Centos 7, we strongly recommend you to get to the GIT repository and follow compilation instructions (do not use the development branch but the latest stable one, please).</p>		<p><a href="https://github.com/telefonicaid/fiware-IoTAgent-Cplusplus" rel="nofollow">https://github.com/telefonicaid/fiware-IoTAgent-Cplusplus</a> </p>		<p>In the meanwhile, you may also test our public instance as published here:	  <a href="http://catalogue.fiware.org/enablers/backend-device-management-idas/instances" rel="nofollow">http://catalogue.fiware.org/enablers/backend-device-management-idas/instances</a> </p>		<p>Thanks for using IDAS!</p>	"
