thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
43849151,43849151,null,1,0,Mon May 08 13:36:00 EDT 2017,7975439,"<p>I create a service for adding IOT devices to the list. When sending data I get an error:</p>		<p><em>Response to preflight request doesn't pass access control check: No 'Access-Control-Allow-Origin' header is present on the requested resource</em></p>		<p>I tried like this:</p>		<pre><code>xmlhttp = new XMLHttpRequest();	    xmlhttp.onreadystatechange = cfunc;	    xmlhttp.open("POST", url, true);	    xmlhttp.setRequestHeader("Authorization", "Basic " + auth);	    xmlhttp.setRequestHeader('Content-type', 'application/json');	    xmlhttp.setRequestHeader('Access-Control-Allow-Origin', '*');	    xmlhttp.setRequestHeader('Access-Control-Allow-Methods', 'POST, GET, DELETE, PUT');	    xmlhttp.setRequestHeader('Access-Control-Allow-Headers', 'x-requested-with,Content-Type');	    xmlhttp.send(JSON.stringify(jsonString));	</code></pre>		<p>but the error was repeating so I tried to do this, with the same error:</p>		<pre><code>$.ajax({	    type: 'POST',	    url: 'https://pmhhdo.internetofthings.ibmcloud.com/api/v0002/bulk/devices/add',	    headers: {		        'Authorization': 'Basic ' + auth,	        'Content-Type':'application/json',	        'Access-Control-Allow-Origin': 'https://pmhhdo.internetofthings.ibmcloud.com',	        'Access-Control-Allow-Methods': 'GET, POST, PATCH, PUT, DELETE, OPTIONS',	        'Access-Control-Allow-Headers': 'Origin, Content-Type, X-Auth-Token'	    },			    withCredentials: true,	    crossDomain: true,	    data: jsonString,	    dataType: 'json',	    success : function(data) {	    },		});	</code></pre>		<p>Any ideas what I need to do?</p>	"
43849151,44078898,43849151,2,0,Fri May 19 20:59:00 EDT 2017,4454969,"<p>Looks like maybe you're missing "messaging" from the url.<br>	Try <a href="https://orgId.messaging.internetofthings.ibmcloud.com" rel="nofollow noreferrer">https://orgId.messaging.internetofthings.ibmcloud.com</a> </p>		<p>See documentation: <a href="https://console.ng.bluemix.net/docs/services/IoT/applications/api.html#api_link" rel="nofollow noreferrer">https://console.ng.bluemix.net/docs/services/IoT/applications/api.html#api_link</a></p>	"
