thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
41238695,41238695,null,1,1,Tue Dec 20 09:20:00 EST 2016,4061606,"<p>I am really new in IDAS field.	I want to create new device as the following instruction (<a href="http://docs.telefonicaiotiotagents.apiary.io/#reference/configuration-api/devices/create-a-device" rel="nofollow noreferrer">http://docs.telefonicaiotiotagents.apiary.io/#reference/configuration-api/devices/create-a-device</a>)	but i have got the error with description as follow:</p>		<pre><code>{	    "name": "Error",	    "message": "getaddrinfo ENOTFOUND"	}	</code></pre>		<p>Environment: FIWARE - IDAS using OMA-LWM2M agent with Coap protocol.</p>		<p>I don't know what i should do in this case?</p>	"
41238695,73316514,41238695,3,0,Thu Mar 30 13:03:00 EDT 2017,3568072,"Which the request you send?"
