thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
42501294,42501294,null,1,0,Tue Feb 28 06:00:00 EST 2017,2459623,"<p>Want to build a real time apps with Kaa, as it is a open source middleware. Walked through their documentation and get diverted easily into multiple things and unable to get a information on how to write Kaa sdk into a sensor or a gateway (or) using Kaa API in sensors and gateways</p>		<p>If someone had done this, you are welcome to guide me</p>	"
42501294,42936380,42501294,2,0,Tue Mar 21 19:23:00 EDT 2017,682730,"<p>Did you try <a href="http://kaaproject.github.io/kaa/docs/v0.10.0/Programming-guide/Your-first-Kaa-application/" rel="nofollow noreferrer">Your first Kaa application</a> documentation and Sandbox samples?</p>		<p>Please describe your question in more details.</p>	"
