thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
54320986,54320986,null,1,0,Wed Jan 23 06:10:00 EST 2019,7403074,"<p>I want to update an <strong>macro enabled</strong> excel row using the Click of the Flic IoT button. I have tried using Microsoft Flow and Zappier but unfortunately both of them does not support Macro Enabled excel Workbooks either using Onedrive for business or any other mode. Is there any other possible solution to achieve the same , kindly advice</p>		<p>Regards	JK</p>	"
54320986,95462133,54320986,3,0,Wed Jan 23 07:02:00 EST 2019,429063,"1) figure out what can update a "macro enabled excel row".  2) figure out what the button can activate.  3) find something that can help #2 trigger #1.  *If you can do it from code* and *run that code where it can communicate* then you can solve this.  If not, you can't."
