thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
39860475,39860475,null,1,-1,Tue Oct 04 19:40:00 EDT 2016,1545271,"<p>Is it possible to create a IOT application using PHP?</p>		<p>Iam looking forward to develop a web intercaste to handle some routers and devices using KAA server.</p>		<p>Appreciate any advices... </p>	"
39860475,39897063,39860475,2,0,Thu Oct 06 13:15:00 EDT 2016,2482068,"<p>Kaa does not support PHP, so it's impossible to create a PHP application.</p>		<p>If you need to create a web application, you can set up a server on Java, C++, or other language supported by Kaa, create application there and communicate with it by php curl, javascript, or something like this.</p>		<p>Or you can store a Kaa application on the same server and use it by <code>exec()</code> or <code>system()</code> commands.</p>	"
