thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
56683510,56683510,null,1,0,Thu Jun 20 10:00:00 EDT 2019,11634523,"<p>I am using Emqx V3.1.1 i have enabled emqx_lwm2m plugin and i installed wakaama client.I am able to connect to my lwm2m with 5783 port using wakaama client.(./lwm2mclient -n ep1 -h localhost -p 5783 -4).i am testing with different msg types like read discover,write,execute etc..,. I am getting proper response while sending read and discover commands. Now i am planning to test write,execute and another msg types. for this I don't have below parameters to test .</p>		<pre><code>"type": {?ValueType},"value": {?Value},"args": {?Arguments},"pmin": {?PeriodMin},	    "pmax": {?PeriodMax},	    "gt": {?GreaterThan},	    "lt": {?LessThan},	    "st": {?Step}	</code></pre>	"
56683510,57736191,56683510,2,0,Sat Aug 31 07:52:00 EDT 2019,12002342,"<p>An example write command to set the 'Current Time':</p>		<pre><code>{	    "path": '/3/0/13',	    "type": "Time",	    "value": 100	}	</code></pre>		<p>An example write-attr command to set the 'Minimum Period' to 10:</p>		<pre><code>{	    "path": "/3/0/13",	    "pmin": "10"	}	</code></pre>		<p>Check out <a href="http://www.openmobilealliance.org/release/LightweightM2M" rel="nofollow noreferrer">http://www.openmobilealliance.org/release/LightweightM2M</a> to get the details of the spec.</p>	"
