thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
38500289,38500289,null,1,0,Thu Jul 21 09:28:00 EDT 2016,222044,"<p>When using <code>Eclipse Milo</code> as a client, I want to test, after the connection has been established, if the connection is actually using encryption.</p>		<p>What is the best approach to do so?</p>	"
38500289,38505324,38500289,2,1,Thu Jul 21 13:15:00 EDT 2016,85927,"<p>To truly verify you would need to look at Wireshark. Wireshark understands OPC-UA, so after configuring it to interpret the port of the server you're connected to as UA, you'll see all the messages show up as "UA Secure Conversation Message" or something along those lines. When encryption is not used you can actually see the type, full structure, and content of every message between client and server.</p>	"
