thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
53187454,53187454,null,1,0,Wed Nov 07 10:18:00 EST 2018,10345570,"<p>I created an AWS IoT thing, certificate and a policy then attach policy and thing with certificate. 	  Then installed node-red and use <a href="http://127.0.0.1:1880" rel="nofollow noreferrer">http://127.0.0.1:1880</a> for creating flow.	But when I configure a MQTT, it got disconnected. The configuration i gave in MQTT in node-red are ::</p>		<ul>	<li>server - AWS Iot -> settings -> endpoint</li>	<li>port - 8883</li>	<li>Enable secure (SSL/TLS) connection - True (upload all certificates)</li>	<li>Topic - "sample"</li>	</ul>		<p>And deployed but always it shows disconnected.</p>		<p>This is my IoT policy ::</p>		<pre><code>{	  "Version": "2012-10-17",	  "Statement": [	    {	      "Effect": "Allow",	      "Action": "iot:*",	      "Resource": "*"	    }	  ]	}	</code></pre>		<p>Please help to solve this</p>	"
