thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
53565875,53565875,null,1,0,Fri Nov 30 22:41:00 EST 2018,2525593,"<p>I need to know what SMTP authentication methods (login, md5, OAUTH, etc.) are actually in use and how prevalent they are.  I'm looking for ways to handle SMTP authentication in an embedded device without having to store, or ever even compute, the user's password.  It would be nice if the method we settled on doesn't lock us out of 90% of the available SMTP servers in the world.</p>		<p>This is related to <a href="https://stackoverflow.com/questions/53561332/secure-an-embedded-smtp-email-client">this question</a> but not quite the same.</p>	"
