thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
51141700,51141700,null,1,0,Mon Jul 02 18:14:00 EDT 2018,10022565,"<p>I have 1 project based on this: <a href="https://github.com/Nilhcem/i2cfun-androidthings" rel="nofollow noreferrer">https://github.com/Nilhcem/i2cfun-androidthings</a><br>	<a href="https://github.com/neuberfran/SmartDrive5" rel="nofollow noreferrer">https://github.com/neuberfran/SmartDrive5</a> (the latter is my project)</p>		<p>But, when I change PeripheralManagerService to PeripheralManager (DP 7 and APi level 27)</p>		<pre><code> try {	            PeripheralManager manager = PeripheralManager.getInstance();	            mDevice = manager.openI2cDevice(I2C_DEVICE_NAME, I2C_ADDRESS);	        } catch (IOException e) {	            Log.w(TAG, "Unable to access I2C device", e);	        }	</code></pre>		<p>I have this issue: <a href="https://drive.google.com/file/d/1kXfknYcu4RUF7AT1549_sjJiVSG2_Jjo/view?usp=sharing" rel="nofollow noreferrer">https://drive.google.com/file/d/1kXfknYcu4RUF7AT1549_sjJiVSG2_Jjo/view?usp=sharing</a>  <strong><em>in this line:</em></strong> <a href="https://drive.google.com/file/d/1nTXOV0qiQDe5XldzIuLsY26oIdyfs3x3/view?usp=sharing" rel="nofollow noreferrer">https://drive.google.com/file/d/1nTXOV0qiQDe5XldzIuLsY26oIdyfs3x3/view?usp=sharing</a></p>		<p>I know about this: <a href="https://stackoverflow.com/questions/49141634/peripheralmanagerservice-throws-noclassdeffounderror">PeripheralManagerService throws NoClassDefFoundError</a>	but not solved.</p>		<p>Can you help me</p>	"
51141700,89275509,51141700,3,2,Tue Jul 03 01:50:00 EDT 2018,1491707,"If you're still on the developer preview, your best bet is to install a new image. After that you'll be able to create new images and OTA update them to the device."
51141700,89308799,51141700,3,0,Tue Jul 03 21:01:00 EDT 2018,10022565,"@NickFelker I do this: https://stackoverflow.com/questions/50752416/how-to-fix-java-lang-securityexception-caller-lacks-required-permission-com-goo see my manifest now pls: https://drive.google.com/file/d/1eIJm0bSiaPSavNZQLZwcp_2Jet4lNTPv/view?usp=sharing  But now I have this issue:  https://drive.google.com/file/d/18bife-nnTQU78o8yPsaDr2GUsrEUjP5T/view?usp=sharing and this: https://drive.google.com/file/d/1U6Dmw_i2YW-ZtHPYcndSc5sNNvJJdXXF/view?usp=sharing"
51141700,89273621,51141700,3,0,Mon Jul 02 23:02:00 EDT 2018,10022565,"@NickFelker How to I do this without necessarily pulling another install image and burning a sd card?"
51141700,89306467,51141700,3,0,Tue Jul 03 19:15:00 EDT 2018,10022565,"@NickFelker I create: OS version 1.0.1 (latest).  I can run motors with pio i2c I2C1 0x1B write-raw  0x46 128  0x05 0x00 0xD1. But 1.0.1 not exist and compileOnly 'com.google.android.things:androidthings:1.0' I have this issue: https://drive.google.com/file/d/1OeDRh23QEr0utkWrDglhI9iNjS4Z6ABS/view?usp=sharing https://drive.google.com/file/d/10hCYyfJ0PGw0QflMiVjc12f-7B9h0Ryz/view?usp=sharing"
51141700,89307718,51141700,3,1,Tue Jul 03 20:09:00 EDT 2018,1491707,"compileOnly 'com.google.android.things:androidthings:1.0'  is the latest dependency. As you're seeing the permissions issue, you should add the permission to your manifest and then install the app again and then do a reboot."
51141700,89338825,51141700,3,0,Wed Jul 04 16:50:00 EDT 2018,10022565,"@NickFelker, hI, Do you can help me more in question above"
51141700,89366870,51141700,3,0,Thu Jul 05 13:33:00 EDT 2018,10022565,"I solved with 3 changes: 1 - installed AT OS 1.0.1, 2 - put compileOnly 'com.google.android.things:androidthings:1.0'  in build.gradle (module), 3 - change:   try {	            PeripheralManager manager = PeripheralManager.getInstance();	            device = manager.openI2cDevice(I2C_DEVICE_NAME, I2C_ADDRESS);	        } catch (IOException e) {	            Log.w(TAG, "Unable to access I2C device", e);	        }          to:      device = PeripheralManager.getInstance().openI2cDevice(i2cName, i2cAddress)"
51141700,89269692,51141700,3,1,Mon Jul 02 19:45:00 EDT 2018,1491707,"You should update your device operating system and the library to version 1.0.0 as a number of APIs have changed or been updated."
51141700,51161386,51141700,2,1,Tue Jul 03 19:02:00 EDT 2018,539171,"<p>The class not found exception means that peripheral manager is not on the operating system. You are trying to use a new API on a device that has an older version.</p>		<p>You need to have the Android things library dependency in sync with the version installed on your device.</p>		<p>And as it has been suggested, you should get everything into the stable release.</p>	"
