thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
35459449,35459449,null,1,0,Wed Feb 17 14:28:00 EST 2016,5599465,"<p>I want to connect to IBM Bluemix through the MQTT protocol using PHP to subscribe to messages come from IoT Foundation.	I use this code:</p>		<pre><code>&lt;?php		require("../phpMQTT.php");			$config = array(	  'org_id' =&gt; 't9m318',	  'port' =&gt; '1883',	  'app_id' =&gt; 'phpmqtt',	  'iotf_api_key' =&gt; 'my api key',	  'iotf_api_secret' =&gt; 'my api secret',	  'device_id' =&gt; 'phpmqtt'	);		$config['server'] = $config['org_id'] .'.messaging.internetofthings.ibmcloud.com';	$config['client_id'] = 'a:' . $config['org_id'] . ':' .$config['app_id'];	$location = array();		// initialize client	$mqtt = new phpMQTT($config['server'], $config['port'], $config['client_id']); 	$mqtt-&gt;debug = false;		// connect to broker	if(!$mqtt-&gt;connect(true, null, $config['iotf_api_key'], $config['iotf_api_secret'])){	  echo 'ERROR: Could not connect to IoT cloud';	    exit();	} 		$topics['iot-2/type/+/id/phpmqtt/evt/+/fmt/json'] = 	  array("qos"=&gt;0, "function"=&gt;"procmsg");	$mqtt-&gt;subscribe($topics, 0);		// process messages	while ($mqtt-&gt;proc(true)) { 		}	// disconnect	$mqtt-&gt;close();	function procmsg($topic, $msg) {	 echo "Msg Recieved: $msg";	}		?&gt;	</code></pre>		<p>But the browser show this message:</p>		<blockquote>	  <p>Fatal error: Maximum execution time of 30 seconds exceeded in /Library/WebServer/Documents/phpMQTT/phpMQTT.php on line 167</p>	</blockquote>	"
35459449,35468420,35459449,2,0,Wed Feb 17 21:45:00 EST 2016,1156096,"<p>You don't provide very much information about what you want to achieve by doing this; do you want to keep sending messages to the browser until the page is closed in the browser?</p>		<p>Server Sent Events or Websockets might be a better bet, and PHP might not be the best choice for this, because it uses up quite a lot of memory per connection (compared to node.js for example).</p>		<p>However if you just want to remove the 30 second PHP timeout, then you can use this function:	<a href="http://php.net/manual/en/function.set-time-limit.php" rel="nofollow">http://php.net/manual/en/function.set-time-limit.php</a></p>		<p>Or set max_execution_time in php.ini:	<a href="http://php.net/manual/en/info.configuration.php" rel="nofollow">http://php.net/manual/en/info.configuration.php</a></p>		<p>Setting the maximum execution time to 0 should stop it from timing out.</p>		<p>But be warned that PHP and/or your webserver will have a limited number of concurrent HTTP connections.</p>	"
35459449,36753350,35459449,2,1,Wed Apr 20 19:27:00 EDT 2016,3520276,"<p>subscribe is not meant to run in the web browser as it has an infinite look, its best being run from the command line.</p>		<p>If you are using the subscribe method to receive messages you can look at persistent msgs and breaking out of the loop on msg receipt.</p>		<p>There is an example of how to use phpMQTT in the web browser in the file 	web-app.php of this respository <a href="https://github.com/vvaswani/bluemix-iotf-device-tracker" rel="nofollow">https://github.com/vvaswani/bluemix-iotf-device-tracker</a></p>	"
35459449,72285122,36753350,3,0,Fri Mar 03 10:14:00 EST 2017,2548968,"I am trying this example. But sometimes I do not get the values. I am keeping the retain flag true for my publisher to ensure that the broker does not delete values but still it fails. Any cues why this is happening. I have posted a separate thread here http://stackoverflow.com/questions/42532305/php-mqtt-subscribe-not-consistent/"
