thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
43618009,43618009,null,1,0,Tue Apr 25 18:07:00 EDT 2017,1160321,"<p>How I can set a size of PDU dynamically for <code>Californium</code> server?</p>		<p>Context:</p>		<p>1) I have a device with implemented <code>coap-client</code> functionality.	This device is constrained by <code>RAM</code>, about 200 free bytes for <code>rx/tx</code> buffers.</p>		<p>In the request the device can sent a prefer PDU size. But I don't understand how to configure server responses with this PDU size. Is it possible?</p>		<p>2) Will be work a blockwise-functionality for this case?</p>	"
43618009,43631338,43618009,2,0,Wed Apr 26 10:18:00 EDT 2017,1160321,"<p>Ok, I found how to do it.</p>		<p>It is not a <code>Californium</code> responsibility. The management of the PDU-size works via <code>block-wise</code> option <code>Block2</code>.</p>		<p>See the <a href="https://tools.ietf.org/html/rfc7959" rel="nofollow noreferrer">CoAP block-wise RFC</a> <code>Section 3.1</code>:</p>		<blockquote>	  <p>In the second example (Figure 3), the client anticipates the block-	  wise transfer (e.g., because of a size indication in the link-format	  description [RFC6690]) and sends a block size proposal.  All ACK	  messages except for the last carry 64 bytes of payload; the last one	  carries between 1 and 64 bytes.</p>	</blockquote>		<pre><code>Client                                                   Server	|                                                          |	| CON [MID=1234], GET, /status, 2:0/0/64           ------&gt; |	|                                                          |	| &lt;------   ACK [MID=1234], 2.05 Content, 2:0/1/64         |	|                                                          |	| CON [MID=1235], GET, /status, 2:1/0/64           ------&gt; |	|                                                          |	| &lt;------   ACK [MID=1235], 2.05 Content, 2:1/1/64         |	:                                                          :	:                          ...                             :	:                                                          :	| CON [MID=1238], GET, /status, 2:4/0/64           ------&gt; |	|                                                          |	| &lt;------   ACK [MID=1238], 2.05 Content, 2:4/1/64         |	|                                                          |	| CON [MID=1239], GET, /status, 2:5/0/64           ------&gt; |	|                                                          |	| &lt;------   ACK [MID=1239], 2.05 Content, 2:5/0/64         |		    Figure 3: Block-Wise GET with Early Negotiation	</code></pre>	"
