thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
54749607,54749607,null,1,0,Mon Feb 18 14:37:00 EST 2019,1407094,"<p>I have devices which send messages to IOT Hub. I am using <a href="https://docs.microsoft.com/en-us/azure/iot-hub/tutorial-routing" rel="nofollow noreferrer">routing</a> feature of IoT Hub to route the messages to blob storage.</p>		<p>I see that all the messages are reaching the <code>Blob</code> storage. But it's storing in appended format. all the message appended one after other.</p>		<p>I understand that we can configure <code>chunk size</code> and <code>frequency</code> but my requirement is to store one message each in one blob. Is it possible?</p>		<p>Or</p>		<p>How do I parse each message based on timestamp? </p>		<p>Here is the avro message</p>		<pre><code> Objavro.codecnullavro.schema�{"type":"record","name":"Message","namespace":"Microsoft.Azure.Devices","fields":	</code></pre>		<p>Here is the Azure Function Code</p>		<pre><code> using (var reader = AvroContainer.CreateGenericReader(myBlob))	        {	            while (reader.MoveNext())	            {	                foreach (dynamic record in reader.Current.Objects)	                {	                    var bodyText = Encoding.UTF8.GetString(record.Body);	                    log.LogInformation($"AvroRecord = {bodyText}");	                }	            }	        }	</code></pre>		<p>But I get error like this</p>		<blockquote>	  <p>Invalid Avro object container in a stream. The header cannot be recognized.</p>	</blockquote>	"
54749607,54869265,54749607,2,0,Mon Feb 25 15:13:00 EST 2019,5451962,"<blockquote>	  <p>But it's storing in appended format. all the message appended one	  after other.</p>	</blockquote>		<p>What type of blob did you create it as:  block, append, or page blob?</p>		<p><a href="https://docs.microsoft.com/en-us/rest/api/storageservices/understanding-block-blobs--append-blobs--and-page-blobs" rel="nofollow noreferrer">https://docs.microsoft.com/en-us/rest/api/storageservices/understanding-block-blobs--append-blobs--and-page-blobs</a></p>	"
