thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
51822832,51822832,null,1,1,Mon Aug 13 12:51:00 EDT 2018,6470064,"<p><a href="https://i.stack.imgur.com/vSMLZ.png" rel="nofollow noreferrer">This is how the data stored in Firebase</a></p>		<p><a href="https://i.stack.imgur.com/vSMLZ.png" rel="nofollow noreferrer"><img src="https://i.stack.imgur.com/vSMLZ.png" alt="enter image description here"></a></p>		<p><a href="https://i.stack.imgur.com/7mzvd.png" rel="nofollow noreferrer">This is the output</a></p>		<p><a href="https://i.stack.imgur.com/7mzvd.png" rel="nofollow noreferrer"><img src="https://i.stack.imgur.com/7mzvd.png" alt="enter image description here"></a></p>		<p>This is the code</p>		<pre><code>from firebase import firebase	url = "https://xxxx.firebaseio.com/"	fb = firebase.FirebaseApplication(url,None)	Humidity = fb.get("/Humidity",None)	for key, value in Humidity.items():	    print("Humidity :{}".format(value["hum"]))	</code></pre>	"
51822832,51823027,51822832,2,2,Mon Aug 13 13:00:00 EDT 2018,10218291,"<p>Try this...</p>		<pre><code>snapshot = ref.order_by_child('/Humidity').get()	</code></pre>		<p>for more look at this link</p>		<p><a href="https://firebase.google.com/docs/database/admin/retrieve-data" rel="nofollow noreferrer">https://firebase.google.com/docs/database/admin/retrieve-data</a></p>	"
