thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
33452160,33452160,null,1,0,Sat Oct 31 13:30:00 EDT 2015,208348,"<ol>	<li>Does Windows 10 iOT core provide these Libraries like SMS, GPS, gyrometer as in windows RT8.1 0r Win 10?</li>	<li>Can Windows 10 iOT core run win 10 app?</li>	</ol>	"
33452160,33557987,33452160,2,1,Fri Nov 06 01:31:00 EST 2015,4068779,"<p>Windows IoT Core runs Universal Windows Platform apps using the Universal API Contract (which includes <a href="https://msdn.microsoft.com/en-us/library/windows/apps/windows.devices.geolocation.geolocator.aspx" rel="nofollow">Geolocator</a> and <a href="https://msdn.microsoft.com/en-us/library/windows/apps/windows.devices.sensors.gyrometer.aspx" rel="nofollow">Gyrometer</a> and <a href="https://msdn.microsoft.com/en-us/library/windows/apps/windows.applicationmodel.chat.chatmessage.aspx" rel="nofollow">ChatMessage</a> classes) as well as IoT specific contracts such as the Low Level Contract (which includes <a href="https://msdn.microsoft.com/en-us/library/windows/apps/windows.devices.gpio.aspx" rel="nofollow">GPIO</a>, etc.)</p>		<p>See <a href="https://dev.windows.com/en-us/iot" rel="nofollow">https://dev.windows.com/en-us/iot</a> for more details on Windows IoT.	See <a href="https://msdn.microsoft.com/en-us/library/windows/apps/dn894631.aspx#device_families" rel="nofollow">Device Families</a> on MSDN for more information about how IoT fits in with other Windows 10 devices.</p>	"
