thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
41688234,41688234,null,1,1,Tue Jan 17 02:38:00 EST 2017,6482496,"<p>Here is my code. </p>		<pre><code> // ========================================================================	// CONFIGURATION	// ========================================================================	var my_account_id='pxxxxxxxxxxtrial';		var my_device_id='xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx';		var my_oauth_token='xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx';		// ========================================================================		var endpoint = 'wss://iotmmspxxxxxxxxxxtrial.hanatrial.ondemand.com/com.sap.iotservices.mms/v1/api/ws/mqtt';		var options = {		keepalive: 60,		username: my_device_id,		password: my_oauth_token,		connectTimeout: 5 * 1000,		clientId: my_device_id,		protocolId: 'MQIsdp',		protocolVersion: 3,		clean: true,		will: null		};		console.log(options);		// ========================================================================		var mqtt    = require('mqtt');		var client  = mqtt.connect(endpoint, options);		client.on('connect', function () {		console.log('connected!');		var data = {"mode":"async","messageType":"919762ab861ea779534a","messages":[{"Weight": 99,"timestamp":1413191650}]};		client.publish('iot/data/'+my_device_id, JSON.stringify(data));		console.log(JSON.stringify(data));		});		client.on('error', function () {		console.log('error!');		});		client.on('offline', function () {		console.log('offline!');		});		client.on('close', function () {		console.log('close!');		});		client.on('message', function (topic, message) {		// message is Buffer		 console.log(message.toString());		//client.end();		});	</code></pre>		<p>Console.log output only shows "offline!" and "close!". It never shows "connected!". I've tried the answer on this page <a href="https://archive.sap.com/discussions/thread/3955899" rel="nofollow noreferrer">https://archive.sap.com/discussions/thread/3955899</a> but still I can't make it work. What is going wrong in my code? </p>	"
