thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
52837351,52837351,null,1,0,Tue Oct 16 14:03:00 EDT 2018,1438493,"<p>I'm trying to generate AWS IoT cerificate from certificate and private key. First I'm creating PKCS12 keystore, then convert PKCS12 keystore to a BKS (BouncyCastle) keystore. While doing second step, I'm getting error:</p>		<pre><code>keytool error: java.security.KeyStoreException: Unrecognized keystore format: null	</code></pre>		<p>What's weird: I'm doing it second time, few months ago I did it the same way, and then it worked, so I'm sure my files are correct. Command I'm using is (new lines only for readability here):</p>		<pre><code>"C:\Program Files\Java\jdk-10.0.2\bin\keytool" 	-importkeystore 	-srckeystore beurer_keystore.p12 	-srcstoretype pkcs12 	-srcstorepass password 	-destkeystore beurer_keystore.bks 	-deststoretype bks 	-deststorepass password 	--provider org.bouncycastle.jce.provider.BouncyCastleProvider 	--providerpath bcprov-jdk15on-160.jar	</code></pre>		<p>What could changed that this time I'm getting different result? Different Java version? Different keytool? </p>	"
52837351,56339617,52837351,2,1,Tue May 28 09:58:00 EDT 2019,927328,"<p>It appears to be a bug <a href="https://bugzilla.redhat.com/show_bug.cgi?id=1662196" rel="nofollow noreferrer">1</a>, <a href="https://bugs.openjdk.java.net/browse/JDK-8214100" rel="nofollow noreferrer">2</a>.  I too get the error with macOS / Java HotSpot(TM) 64-Bit Server VM (build 9.0.4+11, mixed mode):</p>		<pre><code>keytool error: java.security.KeyStoreException: Unrecognized keystore format: null	java.security.KeyStoreException: Unrecognized keystore format: null	        at java.base/java.security.KeyStore.getInstance(KeyStore.java:1815)	        at java.base/java.security.KeyStore.getInstance(KeyStore.java:1687)	        at java.base/sun.security.tools.keytool.Main.doCommands(Main.java:1308)	        at java.base/sun.security.tools.keytool.Main.run(Main.java:397)	        at java.base/sun.security.tools.keytool.Main.main(Main.java:390)	</code></pre>		<p>I don't get an error using OpenJDK Runtime Environment (build 11.0.3+7-Ubuntu-1ubuntu218.10.1) on Ubuntu 18.10.</p>		<p>I can reproduce the spurious error by simply listing BouncyCastle keystores:</p>		<pre><code>keytool -list -v -storepass "donottell" -keystore "ssl/keystore.bks" -provider org.bouncycastle.jce.provider.BouncyCastleProvider -providerpath "bcprov-jdk15on-1.61.jar" -storetype BKS	</code></pre>	"
