thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
31391040,31391040,null,1,1,Mon Jul 13 18:42:00 EDT 2015,2473756,"<p>I need to subscribe to all the topics of the broker as the superuser. I have tried adding "/" as the topic, but it didn't work. Please let me know how to subscribe every topic without adding separate topic subscriptions. </p>	"
31391040,31391121,31391040,2,2,Mon Jul 13 18:47:00 EDT 2015,2473756,"<p>I figured it out after referring the mosquitto man pages. You need to just add # as the wild card to the topic.</p>		<p><a href="http://mosquitto.org/man/mqtt-7.html" rel="nofollow">http://mosquitto.org/man/mqtt-7.html</a></p>	"
31391040,31405085,31391040,2,1,Tue Jul 14 11:16:00 EDT 2015,441467,"<p>I'm glad you figured out how to subscribe to wildcard (by subscribing to '#'). If you are looking for more in-depth information about wildcards and topic best practices, you might find this blog post useful: <a href="http://www.hivemq.com/mqtt-essentials-part-5-mqtt-topics-best-practices/" rel="nofollow">http://www.hivemq.com/mqtt-essentials-part-5-mqtt-topics-best-practices/</a></p>	"
