thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
34322682,34322682,null,1,0,Wed Dec 16 21:45:00 EST 2015,1777152,"<p>I'm trying to install <a href="https://github.com/aws/aws-iot-device-sdk-arduino-yun/#installation-on-mac-oslinux" rel="nofollow">AWS-IoT-Arduino-Yún-SDK</a> following the instructions and got this erros:</p>		<p><code>pip install paho-mqtt	Traceback (most recent call last):	  File "/usr/bin/pip", line 9, in &lt;module&gt;	    load_entry_point('pip==7.1.2', 'console_scripts', 'pip')()	  File "/usr/lib/python2.7/site-packages/pkg_resources.py", line 337, in load_entry_point	    return get_distribution(dist).load_entry_point(group, name)	  File "/usr/lib/python2.7/site-packages/pkg_resources.py", line 2281, in load_entry_point	    return ep.load()	  File "/usr/lib/python2.7/site-packages/pkg_resources.py", line 1991, in load	    entry = __import__(self.module_name, globals(),globals(), ['__name__'])	  File "/usr/lib/python2.7/site-packages/pip-7.1.2-py2.7.egg/pip/__init__.py", line 15, in &lt;module&gt;	    from pip.vcs import git, mercurial, subversion, bazaar  # noqa	  File "/usr/lib/python2.7/site-packages/pip-7.1.2-py2.7.egg/pip/vcs/subversion.py", line 9, in &lt;module&gt;	    from pip.index import Link	  File "/usr/lib/python2.7/site-packages/pip-7.1.2-py2.7.egg/pip/index.py", line 30, in &lt;module&gt;	    from pip.wheel import Wheel, wheel_ext	  File "/usr/lib/python2.7/site-packages/pip-7.1.2-py2.7.egg/pip/wheel.py", line 35, in &lt;module&gt;	    from pip._vendor.distlib.scripts import ScriptMaker	  File "/usr/lib/python2.7/site-packages/pip-7.1.2-py2.7.egg/pip/_vendor/distlib/scripts.py", line 14, in &lt;module&gt;	    from .compat import sysconfig, detect_encoding, ZipFile	  File "/usr/lib/python2.7/site-packages/pip-7.1.2-py2.7.egg/pip/_vendor/distlib/compat.py", line 31, in &lt;module&gt;	    from urllib2 import (Request, urlopen, URLError, HTTPError,	ImportError: cannot import name HTTPSHandler</code></p>		<p>Any ideia of what could be done here?</p>	"
34322682,34333352,34322682,2,0,Thu Dec 17 11:22:00 EST 2015,1777152,"<p>I've solved the issue <a href="https://www.arduino.cc/en/Tutorial/YunSysupgrade" rel="nofollow">upgrading the OpenWrt-Yun image on the Yún</a>.</p>		<p>Basically I saved a .bin file to a SD card and plugged into my arduino yun board. 	Then, following the instructions in the link above did the work.</p>	"
