thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
36535456,36535456,null,1,0,Sun Apr 10 20:56:00 EDT 2016,194735,"<p>I've been using release version of this github IoT java client: <a href="https://github.com/ibm-messaging/iot-java" rel="nofollow">https://github.com/ibm-messaging/iot-java</a></p>		<p>I'd like to build the source but when I import it into my Eclipse I get a missing dependency error for:</p>		<pre><code>&lt;dependency&gt;	     &lt;groupId&gt;org.eclipse.paho&lt;/groupId&gt;	     &lt;artifactId&gt;org.eclipse.paho.client.mqttv3&lt;/artifactId&gt;	     &lt;version&gt;1.0.3-SNAPSHOT&lt;/version&gt;	 &lt;/dependency&gt;	</code></pre>		<p>I have tried the snapshot modification in settings.xml:</p>		<pre><code> &lt;profiles&gt;	   &lt;profile&gt;	      &lt;id&gt;allow-snapshots&lt;/id&gt;	         &lt;activation&gt;&lt;activeByDefault&gt;true&lt;/activeByDefault&gt;&lt;/activation&gt;	      &lt;repositories&gt;	        &lt;repository&gt;	          &lt;id&gt;snapshots-repo&lt;/id&gt;	          &lt;url&gt;https://oss.sonatype.org/content/repositories/snapshots&lt;/url&gt;	          &lt;releases&gt;&lt;enabled&gt;false&lt;/enabled&gt;&lt;/releases&gt;	          &lt;snapshots&gt;&lt;enabled&gt;true&lt;/enabled&gt;&lt;/snapshots&gt;	        &lt;/repository&gt;	      &lt;/repositories&gt;	    &lt;/profile&gt;	 &lt;/profiles&gt;	</code></pre>		<p>But that won't solve the problem. Also, using this settings using Eclipse Maven settings.xml editor as linked from the dependency error message won't make the dependency be found. (BTW, I can't use Paho 1.0.2)</p>		<p>Also, I have seen that in bottom of pom.xml of the project it references RELEASE, not SNAPSHOT, and tried also changing it.</p>	"
36535456,36537771,36535456,2,1,Sun Apr 10 23:47:00 EDT 2016,5792859,"<p>May this is because you are using</p>		<blockquote>	  <p><a href="https://repo.eclipse.org/content/repositories/paho-releases/" rel="nofollow">https://repo.eclipse.org/content/repositories/paho-releases/</a></p>	</blockquote>		<p>not </p>		<blockquote>	  <p><a href="https://repo.eclipse.org/content/repositories/paho-snapshots" rel="nofollow">https://repo.eclipse.org/content/repositories/paho-snapshots</a></p>	</blockquote>		<p>so Please use this repository instead of yours</p>		<pre><code>&lt;repositories&gt;		    &lt;!-- Dependency of the Paho mqqt snapshot is here --&gt;	    &lt;repository&gt;	        &lt;id&gt;Eclipse Paho Snapshots Repo&lt;/id&gt;	        &lt;url&gt;https://repo.eclipse.org/content/repositories/paho-snapshots/&lt;/url&gt;	    &lt;/repository&gt;		&lt;/repositories&gt;	</code></pre>	"
