thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
39853388,39853388,null,1,0,Tue Oct 04 13:15:00 EDT 2016,5352886,"<p>I am little confuse about service client &amp; device client library. Can anyone clear my doubt on this.</p>		<p>Issue: I am not able to receive data when i send it through deviceClient but same code works when i send it using service client. Now, serviceClient library is not support on xamarin platform. </p>		<p>Also, Is there any different between sending <em>data and message</em> to iot hub. Or both are same.</p>		<p>Data = telemetry data</p>		<p>Message = message to device</p>	"
39853388,39864842,39853388,2,2,Wed Oct 05 03:11:00 EDT 2016,6601582,"<blockquote>	  <p>Also, Is there any different between sending data and message to iot	  hub. Or both are same.</p>	</blockquote>		<p><a href="https://github.com/Azure/azure-iot-sdks/tree/master/csharp/service#features" rel="nofollow">Service client</a> sends messages to your devices, while <a href="https://github.com/Azure/azure-iot-sdks/tree/master/csharp/device#features" rel="nofollow">device client</a> sends event data to Azure IoT service.</p>		<blockquote>	  <p>Issue: I am not able to receive data when i send it through	  deviceClient but same code works when i send it using service client.	  Now, serviceClient library is not support on xamarin platform.</p>	</blockquote>		<p>So, in this issue, who receives data, IoT device or IoT Hub based service?</p>		<p>There are some official samples you can reference:</p>		<ul>	<li><p><a href="https://github.com/Azure/azure-iot-sdks/tree/master/csharp/service/Samples/UWPSample" rel="nofollow">UWPSample</a> sends messages to the IoT device.</p></li>	<li><p><a href="https://github.com/Azure/azure-iot-sdks/tree/master/csharp/device/samples/DeviceClientAmqpSample" rel="nofollow">DeviceClientAmqpSample</a> sends messages to Azure IoT Hub.</p></li>	</ul>	"
