thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
55579449,55579449,null,1,2,Mon Apr 08 18:15:00 EDT 2019,11012235,"<p>We are using IOT Hub of azure to connect our devices with it, currently, these devices are connected to a pc. </p>		<p>From azure IOT Hub how we can get the IP or the current location of these devices? Any suggestion or recommendation to do it?</p>		<p>It's possible to connect IOT Hub with azure function to get the IP and after with azure maps gets the country to insert in a azure sql database?</p>		<p>Thanks for your answers! I am quite new with azure</p>	"
55579449,55579994,55579449,2,0,Mon Apr 08 18:52:00 EDT 2019,10839105,"<p>Did you try Device telemetry API ?</p>		<p>You can send get/ post request to get telemetry details of the devices.  The API will return geo location of the device.  </p>		<p>The usage of API is provided <a href="https://github.com/Azure/azure-iot-pcs-remote-monitoring-dotnet/wiki/Showing-devices-on-a-Map" rel="nofollow noreferrer">at this location on GitHub</a>.</p>		<p><strong>Sample Get Request:</strong></p>		<pre><code>GET {Device Telemetry endpoint}/messages?from={time}&amp;to={time}&amp;order=desc&amp;grouplimit=1&amp;devices=id1,id2,id3,...	</code></pre>		<p><strong>Sample Post Request:</strong></p>		<pre><code>POST {Device Telemetry endpoint}/messages-query	Content-Type: application/json; charset=utf-8		{	    From: {time}	    To: {time}	    Order: desc	    GroupLimit: 1	    Devices: [ id1, id2, id3, ... ]	}	</code></pre>		<p><strong>Sample Response:</strong></p>		<pre><code>Content-Type: application/json; charset=utf-8		{	    Items: [	        {	            deviceid	            time	            value 1	            value 2	            value N	            $metadata	        },	        {	            deviceid	            time	            value 1	            value 2	            value N	            $metadata	        },	        ...	    ],	    "$metadata": {	        $type: MessagesList;1	        $uri: ...	    }	}	</code></pre>		<p>Hope this helps.</p>	"
55579449,97858560,55579994,3,0,Mon Apr 08 18:56:00 EDT 2019,11012235,"Thanks for the answer! I will try it! I will have to deploy a web api in azure to do this correct?"
