thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
47677826,47677826,null,1,3,Wed Dec 06 15:26:00 EST 2017,3619945,"<p>Does anyone knows how to use <a href="https://github.com/rscada/python-mbus" rel="nofollow noreferrer">rscada python-mbus</a>?</p>		<p>The example does not work on my computer, it returns</p>		<pre><code>Traceback (most recent call last):    	  File "C:\Users\Tiago\Desktop\MbusSerial.py", line 10, in &lt;module&gt;	      mbus = MBus.MBus()	  File "C:\Program Files\Python36\lib\site-packages\mbus\MBus.py", line 66, in __init__	      self._libmbus = MBusLib(libpath)	  File "C:\Program Files\Python36\lib\site-packages\mbus\MBusLowLevel.py", line 191, in __init__	      lib = cdll.LoadLibrary(libpath)	  File "C:\Program Files\Python36\lib\ctypes\__init__.py", line 426, in LoadLibrary	      return self._dlltype(name)	  File "C:\Program Files\Python36\lib\ctypes\__init__.py", line 348, in __init__	      self._handle = _dlopen(self._name, mode) 	TypeError: bad argument type for built-in operation	Exception ignored in: &lt;bound method MBus.__del__ of &lt;mbus.MBus.MBus object at 0x0000026E6836A8D0&gt;&gt; 	Traceback (most recent call last):	  File "C:\Program Files\Python36\lib\site-packages\mbus\MBus.py", line 97, in __del__	      if self.handle: 	AttributeError: 'MBus' object has no attribute 'handle'	</code></pre>		<p>In my scenario i have <a href="https://i.stack.imgur.com/ykalu.png" rel="nofollow noreferrer"><img src="https://i.stack.imgur.com/ykalu.png" alt="this"></a></p>		<p>Sorry about my drawing skills, M-Bus and Laptop are connected by serial</p>		<p>Any help?	I'm also available to look at other solutions to read M-bus data from the serial port and make it humanlly readable.</p>	"
